ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_IntegratedIntensityEdge_OrigRed,Intensity_IntegratedIntensity_OrigRed,Intensity_LowerQuartileIntensity_OrigRed,Intensity_MADIntensity_OrigRed,Intensity_MassDisplacement_OrigRed,Intensity_MaxIntensityEdge_OrigRed,Intensity_MaxIntensity_OrigRed,Intensity_MeanIntensityEdge_OrigRed,Intensity_MeanIntensity_OrigRed,Intensity_MedianIntensity_OrigRed,Intensity_MinIntensityEdge_OrigRed,Intensity_MinIntensity_OrigRed,Intensity_StdIntensityEdge_OrigRed,Intensity_StdIntensity_OrigRed,Intensity_UpperQuartileIntensity_OrigRed,Location_CenterMassIntensity_X_OrigRed,Location_CenterMassIntensity_Y_OrigRed,Location_CenterMassIntensity_Z_OrigRed,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_OrigRed,Location_MaxIntensity_Y_OrigRed,Location_MaxIntensity_Z_OrigRed,Neighbors_AngleBetweenNeighbors_Expanded,Neighbors_FirstClosestDistance_Expanded,Neighbors_FirstClosestObjectNumber_Expanded,Neighbors_NumberOfNeighbors_Expanded,Neighbors_PercentTouching_Expanded,Neighbors_SecondClosestDistance_Expanded,Neighbors_SecondClosestObjectNumber_Expanded,Number_Object_Number
1,1,63,100,55,11,45,1,48.333333333333336,4.746031746031746,1.332977602276665,0.2696323957003343,8.95623198216277,1,0.63,0.7502001521196197,9.658560267005676,10.816653826391969,3.605551275463989,1.642009454231887,1.4142135623730951,8.356290217967334,9.30083933898641,-1.1080997389962577,32.48528137423857,0.863013698630137,0.23921569576486945,0.4352941354736686,0.0,0.0019607844296842813,0.5251371747531234,0.04313725605607033,0.04313725605607033,0.007973856525495648,0.006909430721804263,0.0019607844296842813,0.0,0.0,0.011206053793499291,0.009774978752032096,0.0117647061124444,48.85585585002517,4.6936936924022685,0.0,48.333333333333336,4.746031746031746,0,48.0,8.0,0.0,52.63220789888329,7.8629226076831635,32,2.0,53.48837209302326,8.65219968000017,39,1
1,2,59,99,76,10,65,1,70.9322033898305,3.8135593220338984,1.2877776573227024,0.8382675430072194,8.667244841319219,1,0.5959595959595959,0.7765315653006484,12.392559826371654,12.041594578792296,3.1622776601683795,1.5716507433647045,1.4142135623730951,6.71547176121006,6.7571564745420405,1.021183940670474,30.899494936611664,0.9076923076923077,0.20000000717118382,0.42745099728927016,0.0,0.0,1.2207001967335125,0.0313725508749485,0.03529411926865578,0.007142857398970851,0.007244932157445257,0.0,0.0,0.0,0.009890573755989703,0.010077630215251807,0.01568627543747425,69.76146788523087,3.4678899010908864,0.0,70.9322033898305,3.8135593220338984,0,72.0,5.0,0.0,147.04286833297496,6.644741581263856,3,3.0,78.37837837837837,6.660152672265207,27,2
1,3,35,56,82,9,75,1,77.57142857142857,3.5428571428571427,1.0904111643833878,0.6223422107785354,6.6755811781245455,1,0.625,0.9170852543182515,8.061427216180244,8.602325267042627,2.8284271247461903,1.398783352263947,1.0,5.813776741499453,6.3100441000321785,-0.3772854639678949,21.899494936611667,0.813953488372093,0.13333333749324083,0.20000000670552254,0.0,0.0,0.10882778694964167,0.027450980618596077,0.027450980618596077,0.0066666668746620415,0.005714285905872072,0.0,0.0,0.0,0.008328141607626832,0.007862321682139075,0.0117647061124444,77.6666666790843,3.4901960560613703,0.0,77.57142857142857,3.5428571428571427,0,75.0,8.0,0.0,156.01031191293293,6.644741581263856,2,3.0,84.61538461538461,6.9560924821454515,19,3
1,4,36,40,98,5,88,1,92.02777777777777,2.4166666666666665,1.1311586866555283,0.9079676079777527,6.770275002573076,1,0.9,0.8840492601057396,10.537760193788374,9.486832980505138,2.0,1.3726170433992526,1.0,3.0,4.415746819593762,-1.5054741116952792,22.621320343559642,0.972972972972973,0.12941177003085613,0.17254902701824903,0.0,0.003921568859368563,0.29000849630056075,0.0235294122248888,0.0235294122248888,0.005882353183220734,0.004793028528284695,0.003921568859368563,0.0,0.0,0.006766578782615669,0.006276627798064489,0.007843137718737125,91.75000002024039,2.5000000053974376,0.0,92.02777777777777,2.4166666666666665,0,88.0,1.0,0.0,130.1970230100254,8.357797205317327,17,3.0,69.23076923076923,8.803298569796258,19,4
1,5,42,60,121,7,111,1,115.38095238095238,2.7857142857142856,1.1359286251152707,0.822769485642177,7.312732791431452,1,0.7,0.8803370017183278,10.138338363701516,9.219544457292887,2.8284271247461903,1.4488176084816744,1.0,5.0,5.762380144377278,-1.4684043791416557,24.485281374238568,0.9333333333333333,0.14117647567763925,0.2117647146806121,0.0,0.0,0.8637474768333421,0.027450980618596077,0.027450980618596077,0.006417112530801784,0.00504201701620505,0.0,0.0,0.0,0.009047114356450945,0.007425171229826937,0.007843137718737125,116.14814813096372,2.3888889023269533,0.0,115.38095238095238,2.7857142857142856,0,117.0,1.0,0.0,115.86757728149763,6.934627490763962,26,3.0,73.33333333333333,7.639590458625238,14,5
1,6,30,32,129,5,121,1,124.26666666666667,2.433333333333333,0.9997893048895308,0.8609974580962195,6.180387232371033,1,0.9375,1.0002107395122541,8.714661175732555,7.615773105863909,2.0,1.347140452079103,1.0,3.0,4.432357352841803,-1.4998254710866312,19.414213562373096,0.967741935483871,0.2000000081025064,0.22352942125871778,0.0,0.003921568859368563,0.32837024471522525,0.0313725508749485,0.0313725508749485,0.01052631621592139,0.0074509807086239254,0.003921568859368563,0.0,0.0,0.009354195796087594,0.008671900112609408,0.013725490774959326,124.10526317214836,2.719298243019145,0.0,124.26666666666667,2.433333333333333,0,127.0,4.0,0.0,79.05781094359924,5.346725130213406,22,3.0,72.72727272727273,8.232274408964788,26,6
1,7,52,88,149,9,138,1,142.28846153846155,3.173076923076923,1.4937649355193137,0.8127490783189834,8.136857890256438,1,0.5909090909090909,0.6694493733395515,12.01203462402518,10.770329614269007,2.8284271247461903,1.395061610901251,1.0,7.0,6.998378125006495,-1.3121396118971191,31.242640687119287,0.8,0.23921569669619203,0.27843138482421637,0.0,0.0,1.2798946130930582,0.04313725605607033,0.04313725605607033,0.007716635377296517,0.005354449708158007,0.0,0.0,0.0,0.011806120730984832,0.009969309640484028,0.007843137718737125,141.04225351340054,3.4647887310281433,0.0,142.28846153846155,3.173076923076923,0,142.0,4.0,0.0,77.12733343519295,6.097882550331142,21,3.0,75.0,8.892669383594791,29,7
1,8,47,72,162,10,154,1,157.74468085106383,4.042553191489362,1.2950837079396882,0.6268985999705845,7.735777827895049,1,0.6527777777777778,0.7721508608820904,9.419615724503238,9.433981132056603,2.8284271247461903,1.425998136840088,1.0,6.790997501017324,7.33883068343082,-0.16389678534698543,27.656854249492383,0.8392857142857143,0.15686275018379092,0.2823529513552785,0.0,0.0,0.7469596396193551,0.04313725605607033,0.04313725605607033,0.005809731488288553,0.006007509603303798,0.0,0.0,0.0,0.01069290506623994,0.010449376856942924,0.0117647061124444,158.0833333336082,4.708333334845116,0.0,157.74468085106383,4.042553191489362,0,156.0,8.0,0.0,171.43894021996445,6.344100543034108,15,3.0,82.3529411764706,7.798025917686018,9,8
1,9,63,84,172,8,160,1,165.53968253968253,3.8253968253968256,1.1871477255494487,0.798397577485433,8.95623198216277,1,0.75,0.8423551496400071,11.797596443516639,11.40175425099138,4.0,1.6854633347881351,1.4142135623730951,6.0,7.103694303252296,-1.2516811533007002,30.65685424949238,0.8873239436619719,0.18431373266503215,0.42745099822059274,0.0,0.0,0.6685177734548676,0.0313725508749485,0.03529411926865578,0.006355645953966626,0.006784936479691949,0.0,0.0,0.0,0.008702957958811035,0.00948324254786464,0.0117647061124444,166.20183485609883,3.9174311846850087,0.0,165.53968253968253,3.8253968253968256,0,165.0,4.0,0.0,91.58816499240623,7.505028595365487,36,3.0,80.0,7.798025917686018,8,9
1,10,59,104,185,9,172,1,179.10169491525423,3.2711864406779663,1.5499745949248673,0.8308705412924583,8.667244841319219,1,0.5673076923076923,0.64517186492884,13.102261367977379,12.165525060596439,2.8284271247461903,1.407151058160748,1.0,7.0,7.290959848215656,1.316572768714253,33.89949493661166,0.8194444444444444,0.19607843831181526,0.31372550362721086,0.0,0.0,0.7271093171052013,0.04313725605607033,0.04313725605607033,0.005941770857933796,0.005317381417410353,0.0,0.0,0.0,0.010624976162779175,0.009323914910202492,0.007843137718737125,179.48749999756947,3.887499995194594,0.0,179.10169491525423,3.2711864406779663,0,177.0,4.0,0.0,119.91204912906223,6.526400962144627,23,2.0,73.80952380952381,9.403272103859104,18,10
