ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_IntegratedIntensityEdge_OrigRed,Intensity_IntegratedIntensity_OrigRed,Intensity_LowerQuartileIntensity_OrigRed,Intensity_MADIntensity_OrigRed,Intensity_MassDisplacement_OrigRed,Intensity_MaxIntensityEdge_OrigRed,Intensity_MaxIntensity_OrigRed,Intensity_MeanIntensityEdge_OrigRed,Intensity_MeanIntensity_OrigRed,Intensity_MedianIntensity_OrigRed,Intensity_MinIntensityEdge_OrigRed,Intensity_MinIntensity_OrigRed,Intensity_StdIntensityEdge_OrigRed,Intensity_StdIntensity_OrigRed,Intensity_UpperQuartileIntensity_OrigRed,Location_CenterMassIntensity_X_OrigRed,Location_CenterMassIntensity_Y_OrigRed,Location_CenterMassIntensity_Z_OrigRed,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_OrigRed,Location_MaxIntensity_Y_OrigRed,Location_MaxIntensity_Z_OrigRed,Neighbors_AngleBetweenNeighbors_Expanded,Neighbors_FirstClosestDistance_Expanded,Neighbors_FirstClosestObjectNumber_Expanded,Neighbors_NumberOfNeighbors_Expanded,Neighbors_PercentTouching_Expanded,Neighbors_SecondClosestDistance_Expanded,Neighbors_SecondClosestObjectNumber_Expanded,Number_Object_Number
1,1,198,264,67,13,45,1,55.18181818181818,5.55050505050505,1.5832104373251594,0.8869478646974348,15.877702285203682,1,0.75,0.6316279734041573,24.242807062158107,22.47220505424423,4.47213595499958,2.2918000385202206,2.0,11.0,11.197014495912898,1.4482435165576428,62.76345596729059,0.8722466960352423,13.68627493828535,48.8274527490139,0.16470588743686676,0.023529410362243652,2.0612940498395504,0.40784314274787903,0.40784314274787903,0.23597025755664397,0.24660329671219142,0.29411765933036804,0.04313725605607033,0.04313725605607033,0.11778702410811744,0.09591209449452211,0.30980393290519714,57.23106577104223,5.773030280452903,0.0,55.18181818181818,5.55050505050505,0,63.0,1.0,0.0,78.15766060864547,12.247658155079737,15,4.0,55.900621118012424,12.707813608868026,16,1
1,2,70,110,75,11,64,1,68.88571428571429,4.085714285714285,1.2176681890841765,0.47878124024702795,9.440697438826296,1,0.6363636363636364,0.8212417873477607,10.7577766156339,10.816653826391969,3.605551275463989,1.7202457867723515,1.4142135623730951,9.0,9.444620401742911,-1.2544616117896854,32.72792206135785,0.9210526315789473,9.113725781440735,21.933334082365036,0.3019607961177826,0.011764705181121826,0.12534318816570184,0.3803921639919281,0.3803921639919281,0.3142664062565771,0.3133333440337862,0.3137255012989044,0.23529411852359772,0.23529411852359772,0.03729898999051582,0.0262995821339898,0.32549020648002625,68.78187020514646,4.155909169791158,0.0,68.88571428571429,4.085714285714285,0,64.0,1.0,0.0,94.41369286615266,7.102759733418837,12,4.0,76.92307692307692,10.331531824457135,16,2
1,3,107,170,123,11,106,1,114.07476635514018,4.08411214953271,1.4878659440822952,0.8287400182836379,11.67204486311899,1,0.6294117647058823,0.6721035614648688,16.817021125894286,16.492422502470642,4.242640687119285,1.9044221098522385,2.0,9.0,9.411373317056066,-1.4671486326681713,44.72792206135786,0.8492063492063492,10.764706298708916,27.572549983859062,0.24313725531101227,0.01176472008228302,0.14647634694323305,0.30980393290519714,0.30980393290519714,0.2625538121636321,0.25768738302672023,0.2549019753932953,0.2235294133424759,0.2235294133424759,0.019034198683612925,0.017439249179902385,0.2666666805744171,113.99999997243783,4.210069714734011,0.0,114.07476635514018,4.08411214953271,0,114.0,9.0,0.0,42.73820909848035,8.71473891951449,13,4.0,70.58823529411765,10.672412558421277,18,3
1,4,37,63,153,8,144,1,147.1081081081081,3.4864864864864864,1.0674501884985845,0.790369432287445,6.863662517577698,1,0.5873015873015873,0.936811863236957,9.26165596075697,9.433981132056603,3.0,1.4090692679489583,1.0,5.6,5.67397315620703,-0.7947775168307262,22.27817459305202,0.8409090909090909,6.725490421056747,11.694118052721024,0.30980393290519714,0.00784313678741455,0.009936268488489176,0.33725491166114807,0.33725491166114807,0.3202614486217499,0.3160572446681358,0.3137255012989044,0.3019607961177826,0.29411765933036804,0.00924322534692417,0.009668785494114507,0.3245098143815994,147.11804158189364,3.4862508383857347,0.0,147.1081081081081,3.4864864864864864,0,150.0,2.0,0.0,62.855119290731,7.749325127467733,5,3.0,80.0,10.442213607107352,24,4
1,5,56,77,161,8,150,1,154.85714285714286,3.5535714285714284,1.0601405569762732,0.8086792561914425,8.444016491289505,1,0.7272727272727273,0.9432711477921326,11.14044555581619,10.770329614269007,3.1622776601683795,1.6559636887167333,1.4142135623730951,6.0,6.553365186442376,-1.3348258644832427,27.31370849898476,0.9333333333333333,7.549019873142242,17.341177105903625,0.2980392277240753,0.011764705181121826,0.0652775598566378,0.33725491166114807,0.33725491166114807,0.3145424947142601,0.30966387689113617,0.30980393290519714,0.2862745225429535,0.2862745225429535,0.01568542251693439,0.014021698597145594,0.32156863808631897,154.79217549245786,3.5599276339427735,0.0,154.85714285714286,3.5535714285714284,0,153.0,1.0,0.0,72.18997968746288,7.749325127467733,4,3.0,82.3529411764706,9.759792365653082,24,5
1,6,189,224,235,8,203,1,218.010582010582,3.6825396825396823,2.1537398545134643,0.972980419058088,15.512648837479231,1,0.84375,0.46430862943096846,33.54274573313971,31.016124838541646,4.0,1.9533947445466482,2.0,6.0,7.744605533994154,-1.564806237352127,71.5208152801713,0.9219512195121952,16.035294614732265,39.35686391592026,0.11078431457281113,0.09607843309640884,1.4420970477231159,0.3529411852359772,0.364705890417099,0.23239557412655457,0.2082373752165093,0.2137254923582077,0.07058823853731155,0.06666667014360428,0.09522099680902639,0.09552970279890359,0.3019607961177826,219.40982463029792,4.031486650175532,0.0,218.010582010582,3.6825396825396823,0,229.0,3.0,0.0,25.433939608884206,12.106973189260447,32,2.0,55.55555555555556,24.90969580455516,36,6
1,7,110,176,113,12,97,1,103.22727272727273,5.9,1.4718978432536012,0.8103311698133274,11.834540545406394,1,0.625,0.6793949760735567,16.344463592286303,18.027756377319946,5.0,1.9924745411145715,2.0,9.192388155425117,9.577400955059844,1.0628671967178727,45.10660171779821,0.8527131782945736,11.898039788007736,29.74902108311653,0.26274511218070984,0.00784313678741455,0.05338759383376078,0.3019607961177826,0.3019607961177826,0.27669859972111016,0.27044564621015027,0.2705882489681244,0.250980406999588,0.24705882370471954,0.013083201292541025,0.012400268701456298,0.27843138575553894,103.1900870046574,5.938307404100697,0.0,103.22727272727273,5.9,0,112.0,11.0,0.0,85.10469724757311,9.170838749155111,17,4.0,86.79245283018868,9.696091267900288,14,7
1,8,143,200,145,11,125,1,135.35664335664336,4.3076923076923075,1.5009798179834954,0.9010943904443393,13.493452297211721,1,0.715,0.6662314762789141,21.299974678642382,19.235384061671343,4.242640687119285,2.0766876099327143,2.0,9.0,9.236158757504882,1.4423358734410063,51.9350288425444,0.9285714285714286,13.7019612044096,39.64313846826553,0.24313725531101227,0.03333333134651184,0.5998066786397861,0.3490196168422699,0.3490196168422699,0.28545752509186667,0.2772247445333254,0.28431373834609985,0.23529411852359772,0.21568627655506134,0.03983947179416946,0.03655658167542669,0.30588236451148987,135.9432189418903,4.432980513574156,0.0,135.35664335664336,4.3076923076923075,0,143.0,7.0,0.0,141.08281320859453,7.70424866649222,11,3.0,69.49152542372882,11.780123208426154,4,8
1,9,436,768,204,17,156,1,176.44266055045873,5.915137614678899,2.4462022243005843,0.971838428705963,23.56124872549269,1,0.5677083333333334,0.40879694657538745,51.31951970151343,47.853944456021594,6.0,2.652089876428821,2.23606797749979,14.642805902759292,12.093351824801776,-1.4415168148731654,115.76955262170047,0.8210922787193974,29.313726544380188,111.3215724825859,0.23529411852359772,0.01960785686969757,0.27559883676536073,0.3607843220233917,0.3607843220233917,0.2791783480417161,0.25532470752886677,0.25882354378700256,0.21960784494876862,0.16862745583057404,0.03035268444145056,0.03371784446844048,0.27843138575553894,176.16916188958098,5.949096432745758,0.0,176.44266055045873,5.915137614678899,0,197.0,8.0,0.0,90.03481143686207,11.620106276161307,19,7.0,69.23076923076923,12.868418714513895,20,9
1,10,96,150,93,11,78,1,84.45833333333333,4.802083333333333,1.751775884177533,0.7141868412552879,11.055812783082736,1,0.64,0.5708492787417865,14.467242319095968,14.560219778561036,4.0,1.7393802517540469,1.4142135623730951,9.0,10.126420186406934,-1.4919555764206471,45.97056274847714,0.8,12.247059315443039,28.235295295715332,0.29019609093666077,0.00784313678741455,0.03341020888497511,0.30980393290519714,0.30980393290519714,0.29870876379129363,0.29411765933036804,0.29411765933036804,0.2862745225429535,0.27843138575553894,0.006417689219471588,0.007883880629309439,0.3019607961177826,84.47152777644081,4.771388891999092,0.0,84.45833333333333,4.802083333333333,0,89.0,3.0,0.0,155.7947059705797,8.940912385182722,12,3.0,85.18518518518519,9.46995854713713,14,10
